model,pn_num,error_type,text,gold_context,pred_context,category
mistral,1149,false_positive,intermittent episodes of cardiac palpitations,"['Shortness-of-breath', 'heart-pounding-OR-heart-racing', 'Lightheaded', 'Chest-pressure']",,boundary_mismatch
mistral,1149,false_positive,lightheadedness,"['Shortness-of-breath', 'heart-pounding-OR-heart-racing', 'Lightheaded', 'Chest-pressure']",,other
mistral,1149,false_negative,chest pressure,,"['intermittent episodes of cardiac palpitations', 'lightheadedness', 'shortness of breath sob']",other
mistral,1149,false_negative,lightheaded,,"['intermittent episodes of cardiac palpitations', 'lightheadedness', 'shortness of breath sob']",other
mistral,1149,false_negative,heart pounding or heart racing,,"['intermittent episodes of cardiac palpitations', 'lightheadedness', 'shortness of breath sob']",complex_phrasing
mistral,1151,false_positive,adderall use,"['Shortness-of-breath', 'heart-pounding-OR-heart-racing', 'Lightheaded', 'Chest-pressure']",,boundary_mismatch
mistral,1151,false_positive,caffeine consumption,"['Shortness-of-breath', 'heart-pounding-OR-heart-racing', 'Lightheaded', 'Chest-pressure']",,boundary_mismatch
mistral,1151,false_positive,heart palpitations,"['Shortness-of-breath', 'heart-pounding-OR-heart-racing', 'Lightheaded', 'Chest-pressure']",,boundary_mismatch
mistral,1151,false_negative,chest pressure,,"['heart palpitations', 'shortness of breath', 'caffeine consumption', 'adderall use']",other
mistral,1151,false_negative,lightheaded,,"['heart palpitations', 'shortness of breath', 'caffeine consumption', 'adderall use']",other
mistral,1151,false_negative,heart pounding or heart racing,,"['heart palpitations', 'shortness of breath', 'caffeine consumption', 'adderall use']",complex_phrasing
mistral,1165,false_negative,chest pressure,,['heart racing'],other
mistral,1165,false_negative,lightheaded,,['heart racing'],other
mistral,1165,false_negative,shortness of breath,,['heart racing'],complex_phrasing
mistral,1173,false_positive,non radiating chest pressure,"['Shortness-of-breath', 'heart-pounding-OR-heart-racing', 'Lightheaded', 'Chest-pressure']",,boundary_mismatch
mistral,1173,false_positive,taking aderall,"['Shortness-of-breath', 'heart-pounding-OR-heart-racing', 'Lightheaded', 'Chest-pressure']",,boundary_mismatch
mistral,1173,false_positive,heart palpitations,"['Shortness-of-breath', 'heart-pounding-OR-heart-racing', 'Lightheaded', 'Chest-pressure']",,boundary_mismatch
mistral,1173,false_negative,chest pressure,,"['heart palpitations', 'non-radiating chest pressure', 'shortness of breath', 'taking aderall']",other
mistral,1173,false_negative,lightheaded,,"['heart palpitations', 'non-radiating chest pressure', 'shortness of breath', 'taking aderall']",other
mistral,1173,false_negative,heart pounding or heart racing,,"['heart palpitations', 'non-radiating chest pressure', 'shortness of breath', 'taking aderall']",complex_phrasing
mistral,1186,false_negative,chest pressure,,"['heart pounding', 'shortness of breath']",other
mistral,1186,false_negative,lightheaded,,"['heart pounding', 'shortness of breath']",other
mistral,1200,false_positive,palpitations lasting 10 minutes associated with chest pressure,"['Shortness-of-breath', 'heart-pounding-OR-heart-racing', 'Lightheaded', 'Chest-pressure']",,complex_phrasing
mistral,1200,false_positive,palpitations lasting 3 4 minutes,"['Shortness-of-breath', 'heart-pounding-OR-heart-racing', 'Lightheaded', 'Chest-pressure']",,boundary_mismatch
mistral,1200,false_negative,lightheaded,,"['heart pounding', 'chest pressure', 'palpitations lasting 3-4 minutes', 'palpitations lasting 10 mi",other
mistral,1200,false_negative,shortness of breath,,"['heart pounding', 'chest pressure', 'palpitations lasting 3-4 minutes', 'palpitations lasting 10 mi",complex_phrasing
mistral,1209,false_positive,palpitations,"['Shortness-of-breath', 'heart-pounding-OR-heart-racing', 'Lightheaded', 'Chest-pressure']",,other
mistral,1209,false_positive,lightheadedness,"['Shortness-of-breath', 'heart-pounding-OR-heart-racing', 'Lightheaded', 'Chest-pressure']",,other
mistral,1209,false_negative,chest pressure,,"['shortness of breath', 'lightheadedness', 'palpitations']",other
mistral,1209,false_negative,lightheaded,,"['shortness of breath', 'lightheadedness', 'palpitations']",other
mistral,1209,false_negative,heart pounding or heart racing,,"['shortness of breath', 'lightheadedness', 'palpitations']",complex_phrasing
mistral,1235,false_positive,anxiety implied from it feels like my chest is going to jump out,"['Shortness-of-breath', 'heart-pounding-OR-heart-racing', 'Lightheaded', 'Chest-pressure']",,boundary_mismatch
mistral,1235,false_positive,chest discomfort,"['Shortness-of-breath', 'heart-pounding-OR-heart-racing', 'Lightheaded', 'Chest-pressure']",,boundary_mismatch
mistral,1235,false_positive,chest pain,"['Shortness-of-breath', 'heart-pounding-OR-heart-racing', 'Lightheaded', 'Chest-pressure']",,boundary_mismatch
mistral,1235,false_positive,heart palpitations,"['Shortness-of-breath', 'heart-pounding-OR-heart-racing', 'Lightheaded', 'Chest-pressure']",,boundary_mismatch
mistral,1235,false_negative,chest pressure,,"['heart palpitations', 'chest pain', 'chest discomfort', 'anxiety implied from it feels like my ches",other
mistral,1235,false_negative,lightheaded,,"['heart palpitations', 'chest pain', 'chest discomfort', 'anxiety implied from it feels like my ches",other
mistral,1235,false_negative,heart pounding or heart racing,,"['heart palpitations', 'chest pain', 'chest discomfort', 'anxiety implied from it feels like my ches",complex_phrasing
mistral,1235,false_negative,shortness of breath,,"['heart palpitations', 'chest pain', 'chest discomfort', 'anxiety implied from it feels like my ches",complex_phrasing
mistral,1250,false_positive,palpitations,"['Shortness-of-breath', 'heart-pounding-OR-heart-racing', 'Lightheaded', 'Chest-pressure']",,other
mistral,1250,false_negative,chest pressure,,"['heart racing', 'palpitations', 'shortness of breath sob']",other
mistral,1250,false_negative,lightheaded,,"['heart racing', 'palpitations', 'shortness of breath sob']",other
mistral,1264,false_positive,light headedness,"['Shortness-of-breath', 'heart-pounding-OR-heart-racing', 'Lightheaded', 'Chest-pressure']",,boundary_mismatch
mistral,1264,false_negative,lightheaded,,"['heart racing pounding', 'chest pressure', 'light headedness', 'shortness of breath']",other
mistral,1270,false_negative,lightheaded,,"['heart pounding', 'shortness of breath', 'chest pressure']",other
mistral,1281,false_positive,palpitations,"['Shortness-of-breath', 'heart-pounding-OR-heart-racing', 'Lightheaded', 'Chest-pressure']",,other
mistral,1281,false_negative,lightheaded,,"['chest pressure', 'shortness of breath', 'palpitations']",other
mistral,1281,false_negative,heart pounding or heart racing,,"['chest pressure', 'shortness of breath', 'palpitations']",complex_phrasing
mistral,1318,false_positive,palpitations,"['Shortness-of-breath', 'heart-pounding-OR-heart-racing', 'Lightheaded', 'Chest-pressure']",,other
mistral,1318,false_positive,tachycardia,"['Shortness-of-breath', 'heart-pounding-OR-heart-racing', 'Lightheaded', 'Chest-pressure']",,other
mistral,1318,false_negative,lightheaded,,"['chest pressure', 'shortness of breath', 'palpitations', 'tachycardia']",other
mistral,1318,false_negative,heart pounding or heart racing,,"['chest pressure', 'shortness of breath', 'palpitations', 'tachycardia']",complex_phrasing
mistral,1376,false_positive,light headedness,"['Shortness-of-breath', 'heart-pounding-OR-heart-racing', 'Lightheaded', 'Chest-pressure']",,boundary_mismatch
mistral,1376,false_positive,chest throbbing,"['Shortness-of-breath', 'heart-pounding-OR-heart-racing', 'Lightheaded', 'Chest-pressure']",,boundary_mismatch
mistral,1376,false_negative,chest pressure,,"['heart pounding', 'chest throbbing', 'shortness of breath', 'light headedness']",other
mistral,1376,false_negative,lightheaded,,"['heart pounding', 'chest throbbing', 'shortness of breath', 'light headedness']",other
mistral,1512,false_positive,substernal chest pressure associated with sob,"['Shortness-of-breath', 'heart-pounding-OR-heart-racing', 'Lightheaded', 'Chest-pressure']",,complex_phrasing
mistral,1512,false_positive,palpitations,"['Shortness-of-breath', 'heart-pounding-OR-heart-racing', 'Lightheaded', 'Chest-pressure']",,other
mistral,1512,false_negative,chest pressure,,"['palpitations', 'shortness of breath sob', 'substernal chest pressure associated with sob']",other
mistral,1512,false_negative,lightheaded,,"['palpitations', 'shortness of breath sob', 'substernal chest pressure associated with sob']",other
mistral,1512,false_negative,heart pounding or heart racing,,"['palpitations', 'shortness of breath sob', 'substernal chest pressure associated with sob']",complex_phrasing
mistral,1547,false_positive,pressure in the center of the chest,"['Shortness-of-breath', 'heart-pounding-OR-heart-racing', 'Lightheaded', 'Chest-pressure']",,boundary_mismatch
mistral,1547,false_positive,lightheadedness,"['Shortness-of-breath', 'heart-pounding-OR-heart-racing', 'Lightheaded', 'Chest-pressure']",,other
mistral,1547,false_positive,adderall use,"['Shortness-of-breath', 'heart-pounding-OR-heart-racing', 'Lightheaded', 'Chest-pressure']",,boundary_mismatch
mistral,1547,false_positive,palpitations,"['Shortness-of-breath', 'heart-pounding-OR-heart-racing', 'Lightheaded', 'Chest-pressure']",,other
mistral,1547,false_negative,chest pressure,,"['racing heart', 'palpitations', 'shortness of breath', 'lightheadedness', 'pressure in the center o",other
mistral,1547,false_negative,lightheaded,,"['racing heart', 'palpitations', 'shortness of breath', 'lightheadedness', 'pressure in the center o",other
mistral,1581,false_positive,chest pressure non radiating,"['Shortness-of-breath', 'heart-pounding-OR-heart-racing', 'Lightheaded', 'Chest-pressure']",,boundary_mismatch
mistral,1581,false_positive,lightheadedness,"['Shortness-of-breath', 'heart-pounding-OR-heart-racing', 'Lightheaded', 'Chest-pressure']",,other
mistral,1581,false_positive,palpitations feeling like heart is beating fast or out of chest,"['Shortness-of-breath', 'heart-pounding-OR-heart-racing', 'Lightheaded', 'Chest-pressure']",,boundary_mismatch
mistral,1581,false_negative,chest pressure,,"['heart pounding', 'lightheadedness', 'palpitations feeling like heart is beating fast or out of che",other
mistral,1581,false_negative,lightheaded,,"['heart pounding', 'lightheadedness', 'palpitations feeling like heart is beating fast or out of che",other
mistral,1587,false_positive,rapid heart beating,"['Shortness-of-breath', 'heart-pounding-OR-heart-racing', 'Lightheaded', 'Chest-pressure']",,boundary_mismatch
mistral,1587,false_positive,pressure in the center of chest,"['Shortness-of-breath', 'heart-pounding-OR-heart-racing', 'Lightheaded', 'Chest-pressure']",,boundary_mismatch
mistral,1587,false_positive,non radiating,"['Shortness-of-breath', 'heart-pounding-OR-heart-racing', 'Lightheaded', 'Chest-pressure']",,boundary_mismatch
mistral,1587,false_positive,lightheadedness,"['Shortness-of-breath', 'heart-pounding-OR-heart-racing', 'Lightheaded', 'Chest-pressure']",,other
mistral,1587,false_negative,chest pressure,,"['rapid heart beating', 'pressure in the center of chest', 'non-radiating', 'lightheadedness']",other
mistral,1587,false_negative,lightheaded,,"['rapid heart beating', 'pressure in the center of chest', 'non-radiating', 'lightheadedness']",other
mistral,1587,false_negative,heart pounding or heart racing,,"['rapid heart beating', 'pressure in the center of chest', 'non-radiating', 'lightheadedness']",complex_phrasing
mistral,1587,false_negative,shortness of breath,,"['rapid heart beating', 'pressure in the center of chest', 'non-radiating', 'lightheadedness']",complex_phrasing
mistral,1613,false_positive,presyncope,"['Shortness-of-breath', 'heart-pounding-OR-heart-racing', 'Lightheaded', 'Chest-pressure']",,other
mistral,1613,false_negative,lightheaded,,"['heart pounding', 'chest pressure', 'shortness of breath', 'presyncope']",other
mistral,1622,false_positive,episodes of heart racing,"['Shortness-of-breath', 'heart-pounding-OR-heart-racing', 'Lightheaded', 'Chest-pressure']",,boundary_mismatch
mistral,1622,false_positive,lightheadedness,"['Shortness-of-breath', 'heart-pounding-OR-heart-racing', 'Lightheaded', 'Chest-pressure']",,other
mistral,1622,false_negative,chest pressure,,"['heart pounding', 'lightheadedness', 'episodes of heart racing']",other
mistral,1622,false_negative,lightheaded,,"['heart pounding', 'lightheadedness', 'episodes of heart racing']",other
mistral,1622,false_negative,shortness of breath,,"['heart pounding', 'lightheadedness', 'episodes of heart racing']",complex_phrasing
mistral,1652,false_positive,dizziness,"['Shortness-of-breath', 'heart-pounding-OR-heart-racing', 'Lightheaded', 'Chest-pressure']",,other
mistral,1652,false_positive,palpitations,"['Shortness-of-breath', 'heart-pounding-OR-heart-racing', 'Lightheaded', 'Chest-pressure']",,other
mistral,1652,false_negative,chest pressure,,"['palpitations', 'shortness of breath', 'dizziness']",other
mistral,1652,false_negative,lightheaded,,"['palpitations', 'shortness of breath', 'dizziness']",other
mistral,1652,false_negative,heart pounding or heart racing,,"['palpitations', 'shortness of breath', 'dizziness']",complex_phrasing
mistral,1692,false_positive,chest palpitations,"['Shortness-of-breath', 'heart-pounding-OR-heart-racing', 'Lightheaded', 'Chest-pressure']",,boundary_mismatch
mistral,1692,false_positive,lightheadedness,"['Shortness-of-breath', 'heart-pounding-OR-heart-racing', 'Lightheaded', 'Chest-pressure']",,other
mistral,1692,false_negative,lightheaded,,"['chest palpitations', 'shortness of breath', 'lightheadedness', 'chest pressure']",other
mistral,1692,false_negative,heart pounding or heart racing,,"['chest palpitations', 'shortness of breath', 'lightheadedness', 'chest pressure']",complex_phrasing
mistral,1694,false_positive,lightheadedness,"['Shortness-of-breath', 'heart-pounding-OR-heart-racing', 'Lightheaded', 'Chest-pressure']",,other
mistral,1694,false_negative,chest pressure,,"['racing heart', 'shortness of breath', 'lightheadedness']",other
mistral,1694,false_negative,lightheaded,,"['racing heart', 'shortness of breath', 'lightheadedness']",other
